label,question
a_suffocation,almost dead from poison gas
a_suffocation,"poisoned gas, how claim"
a_suffocation,"poisoned fumes breathed in, claimable?"
a_suffocation,claimable if breathe in poison air
a_suffocation,claimable if breathe in poison fumes
a_suffocation,claimable if breathe in poison gas
a_suffocation,claimable if suffocated
a_suffocation,suffocated by something can claim or not
a_suffocation,wat can claim if got suffocation
a_suffocation,suffocation by what then can claim
a_suffocation,if suffocate by gas can claim
a_suffocation,if smoke suffocation can claim
a_suffocation,want to claim for smoke suffocate me
a_suffocation,suffcated by poisoned gas
a_suffocation,suffocatsed from water
a_suffocation,lung damaged by water
a_suffocation,lungs got water so pain
a_suffocation,almost drowned
a_suffocation,almost got drown how
a_suffocation,claimable if almost drown
a_suffocation,dead from drowning
ad_disappear,insured person cannot be found after sinking
ad_disappear,shipwreck person missing
ad_disappear,person cannot be found after wrecking of aircraft
ad_disappear,body cannot be found
ad_disappear,missing person from plane wreck
ad_disappear,person disappear how to claim
ad_disappear,if the person from plane disappear how to claim
ad_disappear,can claim if somone disappear from plane wreck
ad_disappear,can claim if someone disappear from sinking boat?
ad_disappear,missing in action
ad_disappear,disappear from wreck of aircraft
ad_disappear,missing from conveyance wreck
ad_disappear,missing from wreck of aircraft
ad_disappear,lost from convetance wreck
ad_disappear,lost from aircraft wreck
ad_disappear,cannot be foiund after aircraft wreck
ad_disappear,cannot be found after aircraft wreck
ad_disappear,air craft wreck then cannot find person insured
ad_disappear,missing person insured from aircraft wreck
ad_disappear,missing person insured after aircraft wreck
ad_disappear,missing person inusred after wreck of aircraft
ad_disappear,missing person insured after wreck of air craft
ad_disappear,the aircraft break then cannot find person
ad_disappear,missinng in action after aircraft wreck
ad_disappear,plane crash person cannot be ofund
ad_disappear,plane carsh person cannot be found
ad_disappear,plane crashed person cannot be find
ad_disappear,plane crash cannot find person
ad_disappear,got plane wreck how to claim for the person missing
ad_disappear,person missing from plane wreck
ad_disappear,person missing from shipwreck
ad_disappear,plane crash person disappear
ad_disappear,plan crash person disapeared
ad_disappear,plane crash person disappeared
ad_disappear,person disappeared after planecrash
ad_disappear,person dissppear after planecrash
ad_disappear,person disapear after plane crash
ad_disappear,airplane crash missing person
ad_disappear,airplane crash person missing
ad_disappear,air plane crash missing person
ad_disappear,air plane crashed person missing
ad_disappear,airplane crash disappeared person
ad_disappear,airplane crash person disappear
ad_disappear,air plane crash person disappear
ad_disappear,person gone after airplane crash
ad_disappear,person gone after plane wreck
ad_disappear,person gone after plane crashed
ad_disappear,person gone after airplane crashed.
ad_disappear,person gone after aircraft wreck
ad_disappear,person gone after aircraft destryoe
ad_disappear,person gone after aircraft crash
ad_disappear,disappearance from aircrafft
ad_disappear,disappearance from aircraft crash
ad_disappear,disappear from wreck
ad_disappear,disappearance from wreck
ad_disappear,airplane crash n disappear
ad_disappear,airplane crash person disappearance
ad_disappear,insured person cannot be found agter destruction from aircraft
ad_disappear,insured person cannot be found after destruction from aircraft
ad_disappear,insured person cannot be found after desrtuction of aircraft
ad_disappear,person cannto be found after wreck of aircraft
ad_disappear,aircraft wreck then cannot find the person
ad_disappear,plane wreck cannot find the person
ad_disappear,travel and plane spoil person disappear
ad_disappear,person disappear after travel in plane
ad_disappear,person disappear after travel in conveyance
ad_disappear,pereson disappeared after conveyance spoil
ad_disappear,during conveyance person disappear
ad_disappear,conveyance wreck person gone
ad_disappear,conveyance wreck person disappear
ad_disappear,travel in boat person disappear
ad_disappear,travel in boat and person disappeared
ad_disappear,person gone after travel in boat
ad_disappear,person gone after travel in aircraft how to claim
ad_disappear,person gone after travellign in aircraft
ad_disappear,person gone after travel in plane
ad_disappear,person gone after travel on plane
ad_disappear,person disappear after travelling in plane
ad_disappear,person disappeared after plane gone
ad_disappear,boat sink person cannot be found
ad_disappear,boat wreck person cannot be found
ad_disappear,airplane wrek person cannot be found
ad_disappear,airplane wreck person cannot be found
ad_disappear,boat sink person cannot be found anymore
ad_disappear,person  cannot find after sinking how claim
ad_disappear,person cannot find after wreck
ad_disappear,person cannot find after airplane sink
ad_disappear,person cannot find after plane mssinf
ad_disappear,person cannot find after plane missing
ad_disappear,person cannot be found after plane missing
ad_disappear,person cannot find after conveyance wreck
ad_disappear,converyance wreck person gone
ad_disappear,no more person after plane wreck
ad_disappear,missing person from plance wreck
ad_disappear,missing person from conveyance wreck
ad_disappear,missing person from sinking
ad_disappear,boat sink person can't be found
ad_disappear,plane wreck person can't be found
ad_disappear,aiircraft wreck person can't be found
ad_disappear,person can't be found after plane wreck
ad_disappear,person can't be found after aircraft spoil
ad_disappear,plane drop down person missing
ad_disappear,conveyance wreck and person cannot be found anymore.
ad_disappear,person gone missing from plane wreck
ad_disappear,person gone missing from aircraft wreck
ad_disappear,"person gone missing from plane wreck, can claim?"
ad_disappear,person gone missing aafter plane wreck
ad_disappear,person gone missing after aircraft missing
ad_disappear,person gone missing after plane wreck
ad_disappear,person gone missing after conveyance sink
ad_disappear,person gone after conveyance sink
ad_disappear,person gone after plane wreck how to claim
ad_disappear,person gone after air plane crash
ad_disappear,person gone after plane crash.
ad_disappear,person gone after plane crash
ad_disappear,plane crash and person missing
ad_disappear,missing after plane wreck
ad_disappear,airplane crash cannot find people
ad_disappear,cannot be found after sinking of conveyance
ad_disappear,cannot be found after destruction of conveyance.
ad_disappear,gone and cannot be found from aiplane
ad_disappear,airplane wreck cannot find the person anymore
ad_disappear,wreck of conveyance person missing
ad_disappear,can't be found from plane wrekc
ad_disappear,plane wrek then cannot find until the person assured
ad_disappear,person assured cannot be found after planecrash
ad_disappear,plane crash then cannot find the eprson
ad_disappear,claimable if person disappear from aircrash
ad_disappear,airplane crash the person gone
ad_disappear,airplane wreck then person missing
ad_disappear,person missing in action after plane crash
ad_disappear,person mia when plane crash
ad_disappear,person mia when conveyance spoil
ad_disappear,person mia when plaen wreck
ad_disappear,plane wreck and person mia
ad_disappear,missing in action after plane wrekc
ad_disappear,how to claim if missing person from airplane crash
ad_disappear,how to claim if person is gone after airplane crash
ad_disappear,airplane wreck how to claim if person disappear
ad_disappear,person disappeared from airplane wreck
ad_disappear,person mia from airplane wrekc
ad_disappear,aeroplane wreck person disappear
ad_disappear,aeroplane wreck people gone
ad_disappear,people missing from aerople wreck
ad_disappear,people disappear from aeroplane wreck
ad_disappear,person disappear after aeroplane destructuon
ad_disappear,want to get claims for person disappear
ad_disappear,if got people disappear during plane wreck how claim
ad_disappear,claim for person missing in conveyance
ad_disappear,claim for person gone ins airplane crash
ad_disappear,plane crash person missing
ad_disappear,plane crash person mia
ad_disappear,conveyance crash person mia
ad_disappear,shipwreck can claim if person missing
ad_disappear,shipwrekc claim when person missing
ad_disappear,shipwrekc claim after person mia
ad_disappear,mia person from shipwreck
ad_disappear,mia person from plane wreck
ad_disappear,mia pereson from planewreck
ad_disappear,mia person from plane crash
ad_disappear,mia person from conveyance wreck
ad_disappear,mia person from airplan wrekc
ad_disappear,mia person from aeroplane wreck
ad_disappear,aeroplane wreck people mia
ad_disappear,how to get claim for person missing in planewreck
ad_disappear,aeroplane wreck person mia
ad_disappear,claimable if person missing from placecrash
ad_disappear,claimable if person missing from airplan crash
ad_disappear,claimable if person missing from conveyance wreck
ad_disappear,claimable if person gone from plane crash
ad_disappear,claimable if person disappear from aircraft crash
ad_disappear,claimable if person disappear from aircraf wreck
ad_disappear,aircraft wreck person disappear can claim
ad_disappear,got aerople crash then person disappear
ad_disappear,person disappearing from plane wreck
